"age","locfit","cu95","cl95","nentities","window","ninwin"
10235,0.209811154660794,0.360595826585128,0.0456939013062691,126,200,243
10285,0.13106835127892,0.275719344277945,-0.0300980944539846,124,200,249
10335,0.0514248884132777,0.204581660311521,-0.106816244120844,130,200,248
10385,0.022759396356337,0.164576996850333,-0.126486675295679,126,200,240
10435,0.0521637160923658,0.211708316804537,-0.1213460597077,126,200,248
10485,0.066969039827552,0.222285850622102,-0.104500695813477,113,200,244
10535,0.0779860192423413,0.223066398199054,-0.0736609736011209,140,200,236
10585,0.0856053198876511,0.227608212886331,-0.0701031870551962,122,200,231
10635,0.10463274623427,0.255765462010859,-0.0630529030523365,115,200,221
10685,0.0977234348470668,0.25441288624019,-0.0587728188260697,115,200,220
10735,0.0371495953447588,0.169110740048446,-0.112387317471249,111,200,222
10785,0.0153482808738763,0.134083541083997,-0.137273741770283,123,200,225
10835,0.0633844961124875,0.223049151089682,-0.0986420903484961,116,200,222
10885,0.0924750920337063,0.287349720596562,-0.0963706730214071,113,200,215
10935,0.0528459868929869,0.237532368221991,-0.14269644012474,123,200,216
10985,0.0265705253841586,0.20394767572677,-0.137992297068573,107,200,218
11035,0.0698860771293013,0.221137661046841,-0.0790872867853731,110,200,213
11085,0.123700840545978,0.273618513274149,-0.0444133443535085,109,200,212
11135,0.104183492148414,0.281241811563422,-0.0870616945467563,106,200,207
11185,0.0947294344542808,0.252148963487711,-0.0791547690460812,107,200,203
11235,0.0564405483174458,0.214542655565345,-0.14127916563782,95,200,196
11285,-0.0228063299317808,0.132012515371719,-0.191995443147649,112,200,185
11335,-0.0619802243406847,0.0981135033580972,-0.249610360609356,92,200,192
11385,-0.0871659958435895,0.0712492967042089,-0.274721970037511,93,200,178
11435,-0.100881515076662,0.0487511614734009,-0.252783622318405,100,200,173
11485,-0.0493787484866074,0.113617238854498,-0.1951431537539,93,200,184
11535,0.060203894073799,0.248648775832591,-0.0941655828785754,83,200,178
11585,0.136700534171716,0.330290862177864,-0.00292584986330035,99,200,179
11635,0.154712859569281,0.30356550879823,0.0141590388102193,79,200,180
11685,0.111968148921316,0.267499877585736,-0.0402207069750705,99,200,168
11735,0.102061170082918,0.244770461782236,-0.0514358095515458,82,200,171
11785,0.138102893844149,0.293760855291025,-0.0222468196698448,87,200,175
11835,0.106797117328761,0.265029186326539,-0.0493112286890354,86,200,163
11885,-0.0392926815055811,0.140462182009098,-0.195206964694834,87,200,158
11935,-0.14569633776407,0.0216106647779298,-0.352027725959103,75,200,159
11985,-0.143025367133615,0.0302928488232578,-0.329183190537911,78,200,158
12035,-0.136595597284286,0.0304500768536671,-0.33769656348256,81,200,159
12085,-0.121843471067223,0.0763399098540957,-0.336169281411354,85,200,159
12135,-0.0707124558428805,0.112793102923046,-0.289297666775315,76,200,160
12185,0.00298111594375856,0.196241100668697,-0.201737618202355,79,200,157
12235,0.079787133299589,0.270223977117269,-0.116397088418238,89,200,153
12285,0.035799390317282,0.216514303485328,-0.180208633783551,72,200,153
12335,-0.0686555976805005,0.0972319537926792,-0.272483310897795,78,200,148
12385,-0.0783962731543916,0.0928896113954208,-0.276444814453333,83,200,151
12435,0.0178201389546897,0.169092420869121,-0.164692961267527,71,200,147
12485,0.0611342562604772,0.22821464492591,-0.141886262136833,80,200,145
12535,0.0113677592897218,0.203483279037395,-0.196266885528141,77,200,144
12585,0.000392799916933417,0.199284129408381,-0.192781278511055,69,200,144
12635,0.0685152703607377,0.264328377169342,-0.103542301428004,76,200,139
12685,0.14015794737027,0.330068596765811,-0.0324385422973007,84,200,140
12735,0.136926406963672,0.313721004678305,-0.0515439570505493,80,200,141
12785,0.0948804932037343,0.289440748655431,-0.120575045447019,71,200,137
12835,0.097937692047822,0.274578236357667,-0.110316422346693,67,200,135
12885,0.0957464227943407,0.300605630185788,-0.0955249273386443,83,200,133
12935,0.0510058003239853,0.26169101467065,-0.16063528676036,69,200,133
12985,-0.0263741767021611,0.188082963715734,-0.249615159572982,65,200,125
13035,-0.0406363605213667,0.156248179164931,-0.26462050826318,71,200,126
13085,-0.027688452703629,0.160688885397125,-0.213190067435134,60,200,130
13135,-0.107896205247684,0.0254393029193753,-0.250396034869481,69,200,126
13185,-0.198846301350918,-0.0443411716838392,-0.348331841389442,71,200,125
13235,-0.187805034061191,-0.0315723469138382,-0.373489761044989,66,200,125
13285,-0.129320949642346,0.100902866173947,-0.364863234928604,53,200,109
13335,-0.157496355984584,0.0626105585861327,-0.389057680348024,67,200,105
13385,-0.20629236781147,0.0202433367671625,-0.461395692995001,54,200,109
13435,-0.241482424611907,-0.0192225986622226,-0.490771327373274,55,200,111
13485,-0.202298351368855,0.0576742807304467,-0.507320161984177,59,200,105
13535,-0.164766275440242,0.0922151177201044,-0.506546131621485,66,200,114
13585,-0.2019407465175,0.0379345478996831,-0.503743249553889,53,200,112
13635,-0.244773618951495,0.0515338913870375,-0.532520582774848,60,200,107
13685,-0.285619347249929,0.0500019045336197,-0.561369688609575,57,200,104
13735,-0.278242505262912,0.00771389593310111,-0.51739360291303,54,200,101
13785,-0.275493725272078,-0.060504391013331,-0.481421464050735,51,200,100
13835,-0.322798513779838,-0.0934752030752351,-0.542127074373834,55,200,98
13885,-0.337319588762729,-0.0708055130945113,-0.605055393962658,58,200,93
13935,-0.375833647460817,-0.0796013556821648,-0.65739500676111,47,200,91
13985,-0.42467947018029,-0.116328980946079,-0.663304882263757,54,200,92
14035,-0.440229963025422,-0.103514949753969,-0.674205224260542,48,200,97
14085,-0.528943021865458,-0.210053545412564,-0.753250417972323,54,200,101
14135,-0.645475672487045,-0.307931525473459,-0.859684350406395,51,200,102
14185,-0.7049239465998,-0.333405903345242,-0.924633289871937,54,200,101
14235,-0.707278223917334,-0.357181959101223,-0.91943141205412,46,200,86
14285,-0.594420517193598,-0.255473807126105,-0.836112584808643,41,200,78
14335,-0.469862825789016,-0.143374001099054,-0.741086524308521,35,200,77
14385,-0.469833907366637,-0.184997478060953,-0.736285067732595,45,200,82
14435,-0.523994845367638,-0.281088508373404,-0.756515187007949,41,200,84
14485,-0.548762872717708,-0.233959287314022,-0.820427557769931,39,200,83
14535,-0.562339671426489,-0.138636013973123,-0.884651468257653,38,200,75
14585,-0.608614553248384,-0.13845594954575,-0.912031220481939,35,200,78
14635,-0.600502107673591,-0.16838822048049,-0.886636751016899,33,200,79
14685,-0.516085907937649,-0.0622812927727688,-0.805177536657213,43,200,71
14735,-0.443463521663634,0.0564751416390152,-0.840815351347428,29,200,72
14785,-0.405951400879571,0.0883104258337427,-0.871545543871879,28,200,59
14835,-0.450257505232707,0.00327099013857727,-0.843662645397908,28,200,52
14885,-0.538722794090904,-0.131221516891791,-0.885655458965517,29,200,52
14935,-0.556307220856762,-0.151005561048251,-0.88062963101095,30,200,58
14985,-0.619284375353366,-0.256261851557852,-0.925745144872083,22,200,58
15035,-0.52147075170436,-0.157706323797978,-0.827067604497934,37,200,63
15085,-0.319056015610331,0.0503788706874455,-0.6615496676718,24,200,61
15135,-0.312217166748029,0.262624010690711,-0.813938870087937,30,200,54
